0.0,0,0.0
0.0,10,4039.0
0.0,20,4039.0
0.0,30,4039.0
0.0,40,4039.0
0.0,50,4039.0
0.0,60,4039.0
0.0,70,4039.0
0.0,80,4039.0
0.0,90,4039.0
0.0,100,4039.0
0.0,110,4039.0
0.0,120,4039.0
0.0,130,4039.0
0.0,140,4039.0
0.0,150,4039.0
0.0,160,4039.0
0.0,170,4039.0
0.0,180,4039.0
0.0,190,4039.0
0.0,200,4039.0
0.0,210,4039.0
0.0,220,4039.0
0.0,230,4039.0
0.0,240,4039.0
0.0,250,4039.0
0.05,0,0.0
0.05,10,4039.0
0.05,20,4039.0
0.05,30,4039.0
0.05,40,4039.0
0.05,50,4039.0
0.05,60,4039.0
0.05,70,4039.0
0.05,80,4039.0
0.05,90,4039.0
0.05,100,4039.0
0.05,110,4039.0
0.05,120,4039.0
0.05,130,4039.0
0.05,140,4039.0
0.05,150,4039.0
0.05,160,4039.0
0.05,170,4039.0
0.05,180,4039.0
0.05,190,4039.0
0.05,200,4039.0
0.05,210,4039.0
0.05,220,4039.0
0.05,230,4039.0
0.05,240,4039.0
0.05,250,4039.0
0.1,0,0.0
0.1,10,3038.2
0.1,20,3450.9
0.1,30,3520.5
0.1,40,3525.3
0.1,50,3600.6
0.1,60,3890.8
0.1,70,4039.0
0.1,80,3965.6
0.1,90,4039.0
0.1,100,4039.0
0.1,110,4039.0
0.1,120,4039.0
0.1,130,3966.1
0.1,140,4039.0
0.1,150,4039.0
0.1,160,4039.0
0.1,170,4039.0
0.1,180,4039.0
0.1,190,4039.0
0.1,200,4039.0
0.1,210,4039.0
0.1,220,4039.0
0.1,230,4039.0
0.1,240,4039.0
0.1,250,4039.0
0.15,0,0.0
0.15,10,133.4
0.15,20,136.2
0.15,30,1274.4
0.15,40,1575.1
0.15,50,1218.5
0.15,60,2579.5
0.15,70,2875.8
0.15,80,3380.4
0.15,90,3443.7
0.15,100,3429.4
0.15,110,3408.6
0.15,120,3718.7
0.15,130,3583.2
0.15,140,3785.6
0.15,150,3814.5
0.15,160,3752.4
0.15,170,3638.7
0.15,180,3886.2
0.15,190,3871.4
0.15,200,4011.9
0.15,210,4006.4
0.15,220,4012.1
0.15,230,4014.3
0.15,240,4026.5
0.15,250,3891.3
0.2,0,0.0
0.2,10,15.8
0.2,20,25.4
0.2,30,76.8
0.2,40,182.2
0.2,50,113.8
0.2,60,156.6
0.2,70,160.8
0.2,80,309.3
0.2,90,241.9
0.2,100,507.1
0.2,110,634.7
0.2,120,754.3
0.2,130,595.1
0.2,140,1137.2
0.2,150,1587.9
0.2,160,828.3
0.2,170,1712.7
0.2,180,1745.4
0.2,190,2982.6
0.2,200,2318.6
0.2,210,2956.9
0.2,220,2898.7
0.2,230,3105.3
0.2,240,3177.8
