0.0,0,0.0
0.0,10,4039.0
0.0,20,4039.0
0.0,30,4039.0
0.0,40,4039.0
0.0,50,4039.0
0.0,60,4039.0
0.0,70,4039.0
0.0,80,4039.0
0.0,90,4039.0
0.0,100,4039.0
0.0,110,4039.0
0.0,120,4039.0
0.0,130,4039.0
0.0,140,4039.0
0.0,150,4039.0
0.0,160,4039.0
0.0,170,4039.0
0.0,180,4039.0
0.0,190,4039.0
0.0,200,4039.0
0.0,210,4039.0
0.0,220,4039.0
0.0,230,4039.0
0.0,240,4039.0
0.0,250,4039.0
0.05,0,0.0
0.05,10,4039.0
0.05,20,4039.0
0.05,30,4039.0
0.05,40,4039.0
0.05,50,4039.0
0.05,60,4039.0
0.05,70,4039.0
0.05,80,4039.0
0.05,90,4039.0
0.05,100,4039.0
0.05,110,4039.0
0.05,120,4039.0
0.05,130,4039.0
0.05,140,4039.0
0.05,150,4039.0
0.05,160,4039.0
0.05,170,4039.0
0.05,180,4039.0
0.05,190,4039.0
0.05,200,4039.0
0.05,210,4039.0
0.05,220,4039.0
0.05,230,4039.0
0.05,240,4039.0
0.05,250,4039.0
0.1,0,0.0
0.1,10,3441.5
0.1,20,3590.8
0.1,30,3670.2
0.1,40,3670.9
0.1,50,3743.1
0.1,60,3965.3
0.1,70,4039.0
0.1,80,3892.1
0.1,90,4039.0
0.1,100,4039.0
0.1,110,3965.4
0.1,120,4039.0
0.1,130,4039.0
0.1,140,4039.0
0.1,150,4039.0
0.1,160,4039.0
0.1,170,4039.0
0.1,180,4039.0
0.1,190,4039.0
0.1,200,4039.0
0.1,210,4039.0
0.1,220,4039.0
0.1,230,4039.0
0.1,240,4039.0
0.1,250,4039.0
0.15,0,0.0
0.15,10,451.1
0.15,20,913.9
0.15,30,1521.8
0.15,40,1245.6
0.15,50,2669.5
0.15,60,2230.3
0.15,70,3257.8
0.15,80,2652.7
0.15,90,3425.3
0.15,100,3558.9
0.15,110,3533.1
0.15,120,3772.2
0.15,130,3681.3
0.15,140,3683.2
0.15,150,3617.4
0.15,160,3957.2
0.15,170,3781.6
0.15,180,3796.0
0.15,190,3883.4
0.15,200,3961.3
0.15,210,4031.5
0.15,220,3958.0
0.15,230,4034.0
0.15,240,4009.6
0.15,250,4031.5
0.2,0,0.0
0.2,10,12.5
0.2,20,61.4
0.2,30,46.2
0.2,40,56.9
0.2,50,78.7
0.2,60,168.6
0.2,70,311.9
0.2,80,140.2
0.2,90,215.4
0.2,100,629.8
0.2,110,545.6
0.2,120,545.4
0.2,130,621.9
0.2,140,710.6
0.2,150,789.8
0.2,160,1709.4
0.2,170,1891.0
0.2,180,1660.4
0.2,190,2187.3
0.2,200,2729.7
0.2,210,2802.0
0.2,220,2930.8
0.2,230,3202.3
0.2,240,3260.6
