(530,583,71)
(319,90,1)
(812,857,19)
(504,585,107)
(650,498,26)
(95,832,3835)
(987,847,3835)
(507,139,483)
(177,898,114)
(533,260,240)
(413,275,272)
(36,205,1)
(842,192,1636)
(641,385,9)
(807,447,1579)
(452,530,1)
(751,549,1579)
(639,913,13)
(24,668,349)
(14,246,1)
(462,556,1)
(851,957,757)
(249,88,1)
(179,523,348)
(194,260,1)
(614,744,3833)
(312,415,348)
(217,977,113)
(185,675,349)
(769,592,1594)
(368,557,1)
(39,902,117)
(112,667,349)
(783,775,1)
(722,475,232)
(458,95,285)
(85,92,1)
(164,591,349)
(684,322,160)
(18,916,107)
(985,103,8)
(32,977,111)
(397,527,1)
(693,779,1)
(581,195,160)
(529,366,1)
(759,929,757)
(622,175,160)
(395,439,1)
(711,611,1594)
(820,383,1579)
(552,273,230)
(355,366,1)
(999,322,78)
(690,830,1)
(750,541,1579)
(464,177,6)
(114,325,1)
(152,413,348)
(948,308,39)
(438,347,551)
(664,218,160)
(398,170,359)
(492,46,560)
(508,38,285)
(581,444,6)
(574,151,546)
(371,532,1)
(66,419,348)
(343,894,3270)
(429,313,230)
(190,854,3835)
(955,581,20)
(365,311,248)
(764,25,1636)
(255,459,348)
(783,466,1579)
(183,92,1)
(436,255,567)
(569,295,265)
(351,750,3835)
(686,971,757)
(147,399,200)
(635,134,175)
(331,455,348)
(778,736,1)
(82,979,131)
(648,708,3270)
(861,336,1636)
(611,962,18)
(449,398,1)
(238,796,3835)
(617,642,1)
(276,396,348)
(39,644,349)
(500,678,24)
(837,265,1636)
(698,238,1636)
(884,448,1579)
(465,44,569)
(49,9,1)
(494,603,86)
(512,5,361)
(499,71,230)
(253,835,3835)
(88,976,117)
(645,152,568)
(489,639,86)
(642,651,1)
(997,416,100)
(564,273,10)
(966,874,3270)
(81,265,1)
(199,264,1)
(482,584,91)
(888,99,1636)
(58,835,3780)
(784,498,1579)
(818,258,1636)
(603,149,160)
(725,513,232)
(576,156,160)
(783,786,1)
(75,713,3270)
(94,695,3835)
(661,725,3835)
(616,508,23)
(744,599,1594)
(583,444,29)
(189,49,1)
(452,783,3835)
(986,115,12)
(362,809,3835)
(146,853,3835)
(677,612,1)
(556,506,1)
(197,919,121)
(781,247,1636)
(778,623,1594)
(535,347,389)
(55,472,348)
(582,956,23)
(326,882,3270)
(832,249,1636)
(6,600,349)
(96,736,3835)
(697,741,1)
(597,65,185)
(93,770,3835)
(843,538,757)
(583,363,1)
(948,564,42)
(848,532,1579)
(406,234,230)
(973,849,3835)
(760,934,757)
(97,176,1)
(584,397,2)
(311,680,349)
(732,82,1636)
(651,559,0)
(135,141,1)
(201,818,3835)
(444,251,439)
(98,154,1)
(473,539,0)
(111,738,3835)
(869,330,1636)
(439,887,2125)
(963,823,3270)
(599,113,160)
(323,624,349)
(36,320,0)
(253,648,349)
(415,9,288)
(825,992,757)
(614,313,604)
(699,942,757)
(4,49,1)
(46,265,1)
(108,429,348)
(302,711,3835)
(895,163,1636)
(326,635,349)
(324,495,459)
(467,922,6)
(929,282,6)
(727,804,1)
(310,577,349)
(932,902,1)
(152,530,348)
(108,65,1)
(698,891,0)
(973,134,19)
(946,32,167)
(567,794,2665)
(442,573,78)
(273,169,1)
(537,379,1)
(476,957,14)
(2,607,349)
(686,251,1636)
(674,794,3835)
(824,239,1636)
(440,701,3835)
(65,262,1)
(567,485,1)
(233,665,349)
(969,993,1)
(95,315,1)
(338,531,348)
(924,423,49)
(320,912,123)
(477,251,247)
(277,188,0)
(179,28,1)
(639,766,3835)
(556,474,1)
(337,754,3835)
(933,79,26)
(718,485,1579)
(813,860,22)
(767,344,1636)
(50,267,1)
(979,489,14)
(188,787,3835)
(127,316,1)
(655,17,211)
(285,315,0)
(818,882,27)
(561,303,578)
(747,512,1579)
(312,193,1)
(798,76,1636)
(145,583,349)
(568,176,230)
(742,321,1636)
(151,87,1)
(453,702,3835)
(541,455,0)
(624,998,3)
(693,892,23)
(173,672,8)
(102,766,3835)
(324,577,460)
(796,635,1594)
(889,43,1636)
(858,44,1636)
(669,716,3835)
(239,378,348)
(813,128,1636)
(378,483,0)
(734,173,1579)
(486,422,1)
(497,191,531)
(277,127,1)
(810,643,1594)
(165,333,1)
(936,839,3835)
(792,240,1636)
(381,994,14)
(528,677,78)
(892,831,2)
(631,390,15)
(423,70,496)
(8,915,113)
(234,596,109)
(777,900,757)
(511,360,1)
(505,416,1)
(568,614,39)
(858,106,1636)
(503,379,1)
(261,239,0)
(463,447,1)
(38,740,3835)
(720,55,1636)
(808,93,1636)
(344,967,114)
(948,746,3835)
(164,93,1)
(338,709,3835)
(71,184,1)
(339,717,3835)
(158,843,3835)
(908,95,33)
(241,496,348)
(853,271,1636)
(521,387,1)
(847,761,1)
(488,759,3835)
(914,857,1729)
(88,966,117)
(158,521,348)
(127,441,205)
(196,911,117)
(143,828,3270)
(705,992,757)
(361,475,0)
(304,560,459)
(362,707,3835)
(729,696,1)
(15,56,1)
(17,971,117)
(628,44,160)
(694,329,1636)
(801,920,757)
(693,776,1)
(311,705,3835)
(503,455,1)
(644,910,27)
(907,311,14)
(845,419,232)
(773,745,0)
(708,371,1579)
(211,832,3835)
(969,878,3270)
(736,630,1590)
(167,612,349)
(559,749,3833)
(948,344,39)
(789,641,757)
(451,498,1)
(224,356,348)
(161,958,124)
(280,879,3270)
(950,714,3835)
(670,582,0)
(458,976,28)
(178,687,3835)
(438,564,1)
(753,881,3)
(389,745,3270)
(340,486,348)
(954,632,65)
(614,495,4)
(62,569,348)
(484,731,3835)
(245,244,1)
(12,469,348)
(341,964,116)
(958,140,25)
(645,722,3833)
(797,709,1)
(63,120,1)
(716,724,1)
(19,359,348)
(135,988,116)
(992,680,41)
(644,408,29)
(763,253,1636)
(494,731,3835)
(833,524,232)
(332,361,348)
(700,34,1579)
(558,446,1)
(843,639,1594)
(325,36,1)
(490,993,15)
(743,595,1594)
(132,620,349)
(128,265,0)
(310,199,1)
(925,431,171)
(727,702,1)
(243,452,348)
(72,148,1)
(999,299,78)
(595,686,3270)
(653,185,224)
(492,41,560)
(197,72,1)
(611,40,160)
(475,513,0)
(716,609,1593)
(867,723,9)
(727,553,232)
(430,194,484)
(113,37,1)
(991,710,3835)
(371,509,1)
(812,344,1636)
(428,291,116)
(245,301,1)
(987,886,3270)
(433,302,247)
(727,892,34)
(856,337,1636)
(704,61,1636)
(890,583,1594)
(358,689,3835)
(82,736,3835)
(259,146,1)
(29,871,3270)
(621,719,3270)
(689,719,1)
(29,290,1)
(99,999,116)
(264,128,1)
(141,544,348)
(210,89,1)
(5,701,3835)
(790,819,1)
(190,300,1)
(353,391,0)
(185,109,1)
(639,457,15)
(176,995,117)
(426,469,1)
(103,370,459)
(812,970,757)
(808,735,1)
(916,531,151)
(912,904,1)
(462,211,297)
(559,717,3833)
(436,47,567)
(954,396,59)
(124,928,110)
(152,902,111)
(609,64,588)
(373,125,567)
(674,709,3835)
(101,766,3835)
